TimeStamp Speed
1499329655624 0.181066666667
1499329656627 9.14007185629
1499329657627 8.37862937063
1499329658636 6.83748251748
1499329660630 7.05997202797
1499329662630 8.626016
1499329664633 7.78713286713
1499329666632 9.41293046523
1499329668632 10.1690514743
1499329670634 10.608696
1499329672634 10.5221258741
1499329674634 6.882344
1499329676635 6.55314742629
1499329678637 6.20257342657
1499329680639 7.77085314685
1499329682639 7.664552
1499329684642 6.81577622378
1499329686650 6.70009756098
1499329688644 7.42609428285
1499329690644 7.675416
1499329692644 6.540128
1499329694644 11.46152
1499329696645 6.66716241879
1499329698646 5.27183608196
1499329700647 3.18699050475
1499329704652 6.51948612847
1499329708648 5.926312
1499329712649 7.24176155961
1499329716649 1.651328
1499329718910 0.0
