TimeStamp Speed
1.50088942096 0.0
1.50088942196 7.94611645179
1.50088942347 8.32136198706
1.50088942798 7.59516453934
1.50088942849 8.19602256213
1.50088943 7.80827573819
1.50088943451 9.68821099805
1.50088943952 9.67375150537
1.50088944453 6.84800607437
1.50088944704 7.79524465113
1.50088944755 7.21421073855
1.50088944806 6.3355597047
1.50088944857 6.33911416967
1.50088944908 6.28074897051
1.50088944959 6.72329975799
1.5008894501 7.15795695533
1.50088945161 6.64392013361
1.50088945212 6.6119462667
1.50088945363 8.2235444228
1.50088945822 6.98230949876
1.50088945865 12.7163866497
1.50088945916 9.0711187211
1.50088945967 11.5628535432
1.50088946018 11.2735567075
1.50088946069 8.23871017964
1.5008894612 6.28075189521
1.50088946171 6.50128960548
1.50088946222 5.86783655823
1.50088946273 5.78417217275
1.50088946324 5.60241579104
1.50088946375 5.17637656738
1.50088946426 4.43080792599
1.50088946477 3.15269025503
1.50088946528 2.99769771263
1.50088946579 3.00947844419
1.5008894663 3.21659613858
1.50088946681 5.38939617921
1.50088946732 5.4214111851
1.50088946783 5.46414234073
1.50088946834 5.73022755813
1.50088946885 8.52536725364
1.50088946936 7.64108353448
1.50088946987 7.3135354204
1.50088947038 5.63476551146
1.50088947089 5.00596087792
1.5008894714 4.85684714964
1.50088947191 4.32429812008
1.50088947242 4.72903538255
1.50088947293 5.96247054917
1.50088947344 7.33533662724
1.50088947395 12.9687692048
1.50088947446 6.44583024417
1.50088947497 6.42060377024
1.50088947548 5.14385791008
1.50088947599 7.79651779285
1.5008894765 7.60480014221
1.50088947701 7.75391387048
1.50088947752 7.99386429672
1.50088947803 7.49167687319
1.50088947854 6.53970208307
1.50088947905 5.87934128641
1.50088947956 2.7053490702
1.50088948007 0.0
1.50088948058 0.0
1.50088948109 0.0
1.5008894816 0.0
1.50088948211 0.0
1.50088948262 0.0
1.50088948313 0.0
1.50088948364 0.0
1.50088948415 0.0
1.50088948446 0.0
